,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,is_train,saleprice
497,1530,909256060,50,RL,51.0,10480,Pave,None,16,Lvl,16,Inside,9,SWISU,Norm,Norm,1Fam,1.5Fin,36,25,1936,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,9,BrkTil,9.0,9.0,1.0,1.0,0.0,1.0,0.0,1064.0,1064.0,GasA,25,1,16.0,1166,0,473,1639,0.0,0.0,1,0,3,1,9,6,4,0,0.0,Detchd,1.0,1.0,240.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,3,2008,WD ,1,115000
498,435,528112040,20,RL,95.0,11578,Pave,None,16,Lvl,16,Inside,9,NridgHt,Norm,Norm,1Fam,1Story,81,25,2008,2008,Gable,CompShg,VinylSd,VinylSd,1,302.0,25,9,PConc,25.0,9.0,1.0,1.0,0.0,1.0,0.0,1736.0,1736.0,GasA,25,1,25.0,1736,0,0,1736,0.0,0.0,2,0,3,1,25,7,49,1,16.0,Attchd,4.0,3.0,834.0,9.0,9.0,1,319,90,0,0,0,0,0.0,0.0,None,0,7,2009,WD ,1,360000
499,812,906226110,90,RL,64.0,7018,Pave,None,16,Bnk,16,Inside,9,SawyerW,Norm,Norm,Duplex,1Story,25,25,1979,1979,Gable,CompShg,Plywood,Plywood,0,0.0,9,9,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,9,1,25.0,1535,0,0,1535,0.0,0.0,2,0,4,2,9,8,49,0,0.0,Attchd,1.0,2.0,400.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,6,2009,WD ,1,118858
500,1202,534251280,60,RL,68.0,9130,Pave,None,16,Lvl,16,Inside,9,NWAmes,Feedr,Norm,1Fam,2Story,36,64,1966,2000,Hip,CompShg,HdBoard,HdBoard,1,252.0,9,9,CBlock,9.0,9.0,1.0,36.0,400.0,9.0,64.0,336.0,800.0,GasA,16,1,25.0,800,832,0,1632,0.0,1.0,1,1,4,1,16,7,49,0,0.0,Attchd,1.0,2.0,484.0,9.0,9.0,1,0,40,0,0,0,0,0.0,0.0,None,0,7,2008,WD ,1,173000
501,666,535383120,30,RL,60.0,10800,Pave,Grvl,16,Lvl,16,Corner,9,OldTown,Norm,Norm,1Fam,1Story,9,25,1890,1998,Gable,CompShg,VinylSd,VinylSd,0,0.0,9,9,BrkTil,9.0,9.0,1.0,1.0,0.0,1.0,0.0,630.0,630.0,GasA,9,1,16.0,725,0,0,725,0.0,0.0,1,1,1,1,9,4,49,0,0.0,Detchd,1.0,1.0,320.0,9.0,9.0,1,0,30,0,0,0,0,0.0,0.0,None,0,11,2009,WD ,1,78500
502,1751,528240020,60,RL,62.0,8244,Pave,None,9,Lvl,16,Inside,9,Gilbert,Norm,Norm,1Fam,2Story,49,25,2004,2004,Gable,CompShg,VinylSd,VinylSd,0,0.0,16,9,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,840.0,840.0,GasA,25,1,25.0,840,880,0,1720,0.0,0.0,2,1,3,1,16,7,49,1,16.0,Attchd,9.0,2.0,440.0,9.0,9.0,1,100,48,0,0,0,0,0.0,0.0,None,0,5,2007,WD ,1,183500
503,705,902135020,20,RM,60.0,6000,Pave,Pave,16,Bnk,16,Inside,16,OldTown,Norm,Norm,2fmCon,1Story,16,16,1953,1953,Gable,CompShg,MetalSd,MetalSd,0,0.0,4,9,CBlock,4.0,9.0,1.0,1.0,0.0,1.0,0.0,936.0,936.0,GasA,9,0,25.0,936,0,0,936,0.0,0.0,1,0,2,1,9,4,25,0,0.0,Detchd,1.0,2.0,576.0,9.0,9.0,1,0,32,112,0,0,0,0.0,0.0,None,0,2,2009,WD ,1,93000
504,1744,528228375,120,RL,68.0,3621,Pave,None,16,Lvl,16,Inside,9,Blmngtn,Norm,Norm,TwnhsE,1Story,64,25,2003,2003,Hip,CompShg,VinylSd,VinylSd,1,72.0,16,9,PConc,16.0,9.0,16.0,36.0,1084.0,1.0,0.0,322.0,1406.0,GasA,25,1,25.0,1589,0,0,1589,1.0,0.0,2,0,2,1,16,7,49,1,9.0,Attchd,9.0,3.0,630.0,9.0,9.0,1,143,20,0,0,0,0,0.0,0.0,None,0,11,2007,WD ,1,226500
505,357,527163040,60,RL,59.0,7837,Pave,None,9,Lvl,16,Inside,9,Gilbert,Norm,Norm,1Fam,2Story,36,49,1993,1994,Gable,CompShg,VinylSd,VinylSd,0,0.0,16,9,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,799.0,799.0,GasA,16,1,25.0,799,772,0,1571,0.0,0.0,2,1,3,1,9,7,49,1,9.0,Attchd,4.0,2.0,380.0,9.0,9.0,1,0,40,0,0,0,0,0.0,0.0,None,0,5,2009,WD ,1,178000
506,2133,907192120,20,RL,72.0,10665,Pave,None,9,Lvl,16,Inside,9,CollgCr,Norm,Norm,1Fam,1Story,49,25,2003,2003,Gable,CompShg,VinylSd,VinylSd,1,167.0,16,9,PConc,16.0,9.0,9.0,36.0,1013.0,1.0,0.0,440.0,1453.0,GasA,25,1,25.0,1479,0,0,1479,1.0,0.0,2,0,3,1,16,7,49,0,0.0,Attchd,4.0,2.0,558.0,9.0,9.0,1,144,29,0,0,0,0,0.0,0.0,None,0,6,2007,WD ,1,226000
507,989,924100060,60,RL,70.0,10457,Pave,None,9,Lvl,16,Inside,16,Mitchel,Norm,Norm,1Fam,2Story,25,49,1969,1969,Gable,CompShg,VinylSd,VinylSd,1,178.0,16,25,CBlock,9.0,9.0,16.0,16.0,496.0,4.0,288.0,0.0,784.0,GasA,25,1,25.0,784,848,0,1632,0.0,0.0,1,1,4,1,9,7,49,1,9.0,Attchd,4.0,2.0,898.0,9.0,9.0,1,0,173,368,0,0,0,0.0,9.0,None,0,4,2009,WD ,1,173000
508,562,532378120,20,RL,60.0,8281,Pave,None,9,Lvl,16,Inside,9,Sawyer,Norm,Norm,1Fam,1Story,25,25,1965,1965,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,9,CBlock,9.0,9.0,1.0,9.0,553.0,16.0,311.0,0.0,864.0,GasA,16,1,25.0,864,0,0,864,0.0,0.0,1,0,3,1,9,5,49,1,1.0,Detchd,1.0,1.0,360.0,9.0,9.0,1,0,0,236,0,0,0,0.0,4.0,None,0,12,2009,WD ,1,62383
509,1054,528104080,60,RL,67.0,14948,Pave,None,9,Lvl,16,Inside,9,NridgHt,Norm,Norm,1Fam,2Story,81,25,2008,2008,Hip,CompShg,VinylSd,VinylSd,1,268.0,25,9,PConc,25.0,9.0,9.0,36.0,1330.0,1.0,0.0,122.0,1452.0,GasA,25,1,25.0,1476,1237,0,2713,1.0,0.0,2,1,3,1,25,11,49,1,16.0,Attchd,9.0,3.0,858.0,9.0,9.0,1,126,66,0,0,0,0,0.0,0.0,None,0,11,2008,New,1,446261
510,2850,909250070,70,RL,43.0,7000,Pave,None,16,Lvl,16,Inside,9,SWISU,Feedr,Norm,1Fam,2Story,49,64,1926,1997,Gable,CompShg,Wd Sdng,Stucco,0,0.0,9,9,BrkTil,9.0,9.0,1.0,25.0,424.0,1.0,0.0,200.0,624.0,GasA,25,1,25.0,743,736,0,1479,1.0,0.0,1,0,3,1,16,6,49,2,16.0,Detchd,1.0,1.0,312.0,9.0,9.0,1,530,0,56,0,0,0,0.0,9.0,None,0,5,2006,WD ,1,160000
511,1082,528228405,120,RM,68.0,3940,Pave,None,16,Lvl,16,Inside,9,Blmngtn,Norm,Norm,TwnhsE,1Story,49,25,2004,2004,Hip,CompShg,VinylSd,VinylSd,1,24.0,16,9,PConc,16.0,9.0,1.0,36.0,1087.0,1.0,0.0,306.0,1393.0,GasA,25,1,25.0,1576,0,0,1576,1.0,0.0,2,0,2,1,16,7,49,1,9.0,Attchd,4.0,3.0,668.0,9.0,9.0,1,143,20,0,0,0,0,0.0,0.0,None,0,5,2008,WD ,1,219990
512,1440,907187080,20,RL,93.0,9382,Pave,None,9,Lvl,16,CulDSac,9,CollgCr,Norm,Norm,1Fam,1Story,49,25,1999,2000,Gable,CompShg,VinylSd,VinylSd,1,125.0,16,9,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,1468.0,1468.0,GasA,25,1,25.0,1479,0,0,1479,0.0,0.0,2,0,3,1,16,6,49,0,0.0,Attchd,4.0,2.0,577.0,9.0,9.0,1,120,25,0,0,0,0,0.0,0.0,None,0,7,2008,WD ,1,191000
513,2006,903201090,40,RL,55.0,6854,Pave,None,16,Bnk,16,Inside,16,BrkSide,Norm,Norm,1Fam,1Story,25,49,1925,1994,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,16,PConc,9.0,9.0,1.0,4.0,317.0,9.0,227.0,212.0,756.0,GasA,9,0,16.0,916,144,0,1060,1.0,0.0,1,0,1,1,9,6,16,1,16.0,Detchd,1.0,1.0,308.0,4.0,9.0,1,0,65,0,0,150,0,0.0,0.0,None,0,8,2007,WD ,1,136500
514,2082,905475520,30,RL,68.0,11515,Pave,None,9,Lvl,16,CulDSac,9,Edwards,Norm,Norm,1Fam,1Story,16,25,1958,1994,Gable,CompShg,HdBoard,HdBoard,0,0.0,9,9,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,9,0,25.0,943,0,0,943,0.0,0.0,1,0,3,1,16,5,25,0,0.0,Detchd,1.0,1.0,308.0,9.0,9.0,0,0,0,60,0,0,0,0.0,0.0,None,0,8,2007,WD ,1,80000
515,2344,527302080,50,RL,68.0,13837,Pave,None,9,Lvl,16,Corner,9,NWAmes,Norm,Norm,1Fam,1.5Fin,49,25,1988,1988,Gable,CompShg,HdBoard,HdBoard,1,178.0,16,16,PConc,16.0,16.0,1.0,36.0,1002.0,4.0,202.0,0.0,1204.0,GasA,16,1,25.0,1377,806,0,2183,0.0,0.0,2,1,4,1,16,9,49,0,0.0,Attchd,1.0,3.0,786.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,2,2006,WD ,1,229000
516,248,906223090,60,RL,80.0,9938,Pave,None,16,Lvl,16,Inside,9,SawyerW,Norm,Norm,1Fam,2Story,49,25,1993,1994,Gable,CompShg,MetalSd,MetalSd,1,246.0,16,9,PConc,16.0,9.0,1.0,36.0,750.0,1.0,0.0,300.0,1050.0,GasA,25,1,25.0,1062,887,0,1949,1.0,0.0,2,1,3,1,16,8,49,1,9.0,Attchd,9.0,2.0,574.0,9.0,9.0,1,156,90,0,0,0,0,0.0,16.0,None,0,6,2010,WD ,1,236000
517,2276,921128030,20,RL,85.0,12633,Pave,None,9,HLS,16,Inside,9,Timber,PosA,PosA,1Fam,1Story,100,25,2006,2007,Hip,CompShg,MetalSd,MetalSd,1,242.0,25,9,PConc,25.0,9.0,16.0,1.0,0.0,1.0,0.0,1824.0,1824.0,GasA,25,1,25.0,1824,0,0,1824,0.0,0.0,2,0,3,1,25,8,49,1,16.0,Attchd,9.0,3.0,932.0,9.0,9.0,1,160,36,0,0,108,0,0.0,0.0,None,0,9,2007,New,1,392000
518,755,903451090,70,RM,57.0,6876,Pave,None,16,Lvl,16,Inside,9,IDOTRR,Norm,Norm,1Fam,2Story,36,25,1927,1950,Gable,CompShg,Plywood,Plywood,0,0.0,9,9,CBlock,9.0,4.0,1.0,16.0,522.0,1.0,0.0,198.0,720.0,GasA,4,1,25.0,1146,784,0,1930,1.0,0.0,2,0,4,1,9,8,49,0,0.0,Attchd,1.0,1.0,316.0,9.0,9.0,1,0,0,213,0,0,0,0.0,9.0,None,0,8,2009,WD ,1,149000
519,1178,533236090,160,FV,36.0,3951,Pave,Pave,9,Lvl,16,Inside,9,Somerst,Norm,Norm,TwnhsE,2Story,100,25,1998,1999,Gable,CompShg,BrkFace,MetalSd,0,0.0,25,9,PConc,16.0,9.0,4.0,16.0,128.0,36.0,842.0,0.0,970.0,GasA,25,1,25.0,1469,924,0,2393,1.0,0.0,2,1,2,1,25,7,49,1,9.0,Attchd,9.0,2.0,846.0,9.0,9.0,1,0,90,0,0,94,0,0.0,0.0,None,0,2,2008,WD ,1,345000
520,2636,902100110,70,RM,62.0,9856,Pave,Grvl,16,Lvl,16,Corner,9,OldTown,Norm,Norm,1Fam,2Story,25,64,1900,2005,Hip,CompShg,CemntBd,CmentBd,0,0.0,16,16,PConc,4.0,9.0,1.0,1.0,0.0,1.0,0.0,716.0,716.0,GasA,25,1,16.0,1007,1007,0,2014,0.0,0.0,2,0,5,1,9,8,49,0,0.0,Detchd,1.0,2.0,624.0,9.0,9.0,1,0,72,167,0,0,0,0.0,0.0,None,0,6,2006,WD ,1,169000
521,2077,905377050,20,RL,84.0,17808,Pave,None,16,Lvl,16,Inside,9,Edwards,Feedr,Norm,1Fam,1Story,16,25,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,9,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,484.0,484.0,GasA,9,0,25.0,1242,0,0,1242,0.0,0.0,1,0,2,1,9,4,16,0,0.0,Attchd,1.0,1.0,336.0,9.0,9.0,0,0,0,0,0,0,0,0.0,0.0,None,0,7,2007,WD ,1,109900
522,2930,924151050,60,RL,74.0,9627,Pave,None,16,Lvl,16,Inside,16,Mitchel,Norm,Norm,1Fam,2Story,49,25,1993,1994,Gable,CompShg,HdBoard,HdBoard,1,94.0,9,9,PConc,16.0,9.0,9.0,4.0,758.0,1.0,0.0,238.0,996.0,GasA,25,1,25.0,996,1004,0,2000,0.0,0.0,2,1,3,1,9,9,49,1,9.0,Attchd,9.0,3.0,650.0,9.0,9.0,1,190,48,0,0,0,0,0.0,0.0,None,0,11,2006,WD ,1,188000
523,737,903227090,50,RM,50.0,6000,Pave,None,16,Lvl,16,Inside,9,BrkSide,Norm,Norm,1Fam,1.5Fin,36,36,1939,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,4,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,780.0,780.0,GasA,25,1,9.0,825,587,0,1412,0.0,0.0,1,0,4,1,9,6,49,1,16.0,Detchd,1.0,1.0,280.0,9.0,9.0,1,45,0,0,0,0,0,0.0,0.0,None,0,5,2009,WD ,1,132500
524,837,907126050,20,RL,65.0,9757,Pave,None,16,Low,16,Inside,16,CollgCr,Norm,Norm,1Fam,1Story,25,49,1994,1994,Gable,CompShg,VinylSd,VinylSd,0,0.0,9,16,PConc,9.0,9.0,1.0,25.0,755.0,1.0,0.0,235.0,990.0,GasA,25,1,25.0,990,0,0,990,1.0,0.0,1,0,3,1,9,5,49,0,0.0,Attchd,4.0,1.0,440.0,9.0,9.0,1,66,0,0,0,92,0,0.0,0.0,None,0,10,2009,WD ,1,143000
525,2086,905478140,20,RL,58.0,9280,Pave,None,16,Lvl,16,Inside,9,Edwards,Norm,Norm,1Fam,1Story,25,36,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,9,CBlock,4.0,9.0,1.0,25.0,557.0,1.0,0.0,785.0,1342.0,GasA,25,1,25.0,1342,0,0,1342,1.0,0.0,1,0,4,1,9,7,49,0,0.0,Detchd,1.0,1.0,256.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,4,2007,WD ,1,125000
526,2385,528114010,20,RL,120.0,14780,Pave,None,9,HLS,16,Corner,16,NridgHt,Norm,Norm,1Fam,1Story,81,25,2005,2005,Hip,CompShg,VinylSd,VinylSd,1,568.0,25,9,PConc,25.0,9.0,16.0,36.0,1505.0,1.0,0.0,363.0,1868.0,GasA,25,1,25.0,1868,0,0,1868,1.0,0.0,2,0,2,1,25,7,49,1,16.0,Attchd,9.0,3.0,1085.0,9.0,9.0,1,354,56,0,0,156,0,0.0,0.0,None,0,6,2006,WD ,1,415000
527,189,902402130,70,RM,60.0,7740,Pave,None,16,Lvl,16,Inside,9,OldTown,Norm,Norm,1Fam,2Story,16,49,1910,1950,Gable,CompShg,VinylSd,VinylSd,0,0.0,9,9,CBlock,4.0,9.0,1.0,1.0,0.0,1.0,0.0,622.0,622.0,GasA,16,1,25.0,741,622,0,1363,0.0,0.0,1,0,3,1,9,6,49,0,0.0,Detchd,1.0,2.0,528.0,9.0,9.0,1,0,0,0,0,168,0,0.0,0.0,None,0,6,2010,WD ,1,125500
528,635,535175030,20,RL,80.0,9600,Pave,None,16,Lvl,16,Inside,9,NAmes,Feedr,Norm,1Fam,1Story,36,36,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,1,183.0,9,9,CBlock,9.0,9.0,1.0,9.0,620.0,4.0,620.0,0.0,1240.0,GasA,16,1,25.0,1632,0,0,1632,1.0,0.0,2,0,3,1,9,6,36,1,16.0,Attchd,4.0,1.0,338.0,9.0,9.0,1,289,0,0,0,0,0,0.0,9.0,None,0,4,2009,WD ,1,139000
529,432,528110010,60,RL,97.0,13478,Pave,None,9,Lvl,16,Corner,9,NridgHt,Norm,Norm,1Fam,2Story,100,25,2008,2008,Gable,CompShg,CemntBd,CmentBd,1,420.0,25,9,PConc,25.0,9.0,16.0,36.0,1338.0,1.0,0.0,384.0,1722.0,GasA,25,1,25.0,1728,568,0,2296,1.0,0.0,2,1,3,1,25,10,49,1,16.0,BuiltIn,4.0,3.0,842.0,9.0,9.0,1,382,274,0,0,0,0,0.0,0.0,None,0,6,2009,ConLI,1,451950
530,900,908275040,90,RL,65.0,10926,Pave,None,16,Lvl,16,Inside,9,Edwards,Norm,Norm,Duplex,1Story,25,25,1959,1959,Hip,CompShg,VinylSd,VinylSd,1,74.0,9,9,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,1678.0,1678.0,GasA,9,1,25.0,1678,0,0,1678,0.0,0.0,2,0,6,2,9,10,49,0,0.0,None,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,0.0,None,0,8,2009,WD ,1,119900
531,966,916455070,20,RL,68.0,6853,Pave,None,9,Lvl,16,Inside,9,Timber,Norm,Norm,1Fam,1Story,64,25,2001,2002,Gable,CompShg,VinylSd,VinylSd,1,136.0,16,9,PConc,25.0,9.0,1.0,36.0,1005.0,1.0,0.0,262.0,1267.0,GasA,25,1,25.0,1296,0,0,1296,1.0,0.0,2,0,2,1,16,6,49,0,0.0,Attchd,9.0,2.0,471.0,9.0,9.0,1,192,25,0,0,0,0,0.0,0.0,None,0,6,2009,WD ,1,220000
532,1612,526352080,20,RL,85.0,10667,Pave,None,16,Lvl,16,Inside,9,NAmes,Norm,Norm,1Fam,1Story,36,36,1971,1971,Gable,CompShg,MetalSd,MetalSd,1,302.0,9,9,CBlock,9.0,9.0,1.0,16.0,838.0,1.0,0.0,749.0,1587.0,GasA,9,1,25.0,1587,0,0,1587,0.0,0.0,2,0,3,1,9,7,49,1,16.0,Attchd,1.0,2.0,525.0,9.0,9.0,1,0,44,0,0,0,0,0.0,0.0,None,0,3,2007,WD ,1,167300
533,904,909101100,50,RL,45.0,8212,Pave,Grvl,16,Lvl,16,Inside,9,Edwards,Norm,Norm,1Fam,1.5Fin,25,36,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,9,CBlock,9.0,9.0,1.0,9.0,626.0,1.0,0.0,94.0,720.0,GasA,25,1,25.0,854,444,0,1298,0.0,0.0,1,0,3,1,9,6,49,2,16.0,Detchd,1.0,1.0,256.0,9.0,9.0,1,84,0,0,0,0,0,0.0,0.0,None,0,9,2009,WD ,1,122000
534,2487,532351090,90,RM,70.0,9100,Pave,None,16,Lvl,16,Inside,9,Sawyer,RRAe,Norm,Duplex,1Story,25,25,1963,1963,Gable,CompShg,HdBoard,HdBoard,1,336.0,9,9,CBlock,9.0,9.0,1.0,9.0,1332.0,1.0,0.0,396.0,1728.0,GasA,9,1,25.0,1728,0,0,1728,1.0,0.0,2,0,6,2,9,10,49,0,0.0,Detchd,1.0,2.0,504.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,11,2006,ConLI,1,125000
535,1304,902205090,20,RM,50.0,6000,Pave,None,16,Lvl,16,Inside,9,OldTown,Norm,Norm,1Fam,1Story,25,36,1957,1957,Hip,CompShg,BrkFace,BrkFace,0,0.0,9,9,CBlock,9.0,9.0,1.0,9.0,308.0,1.0,0.0,620.0,928.0,GasA,16,1,16.0,928,0,0,928,0.0,0.0,1,0,3,1,9,5,49,0,0.0,Attchd,9.0,1.0,288.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,6,2008,WD ,1,112500
536,2112,906394020,60,RL,78.0,9316,Pave,None,16,Lvl,16,Inside,9,CollgCr,Norm,Norm,1Fam,2Story,49,25,2005,2006,Gable,CompShg,VinylSd,VinylSd,0,0.0,16,9,PConc,16.0,9.0,16.0,1.0,0.0,1.0,0.0,879.0,879.0,GasA,25,1,25.0,879,916,0,1795,0.0,0.0,2,1,3,1,16,7,49,0,0.0,Attchd,4.0,2.0,578.0,9.0,9.0,1,164,111,0,0,0,0,0.0,0.0,None,0,10,2007,WD ,1,191000
537,1244,535180100,20,RL,75.0,9464,Pave,None,16,Lvl,16,Corner,9,NAmes,Norm,Norm,1Fam,1Story,36,49,1958,1958,Hip,CompShg,MetalSd,MetalSd,1,135.0,9,16,CBlock,9.0,9.0,1.0,16.0,570.0,1.0,0.0,510.0,1080.0,GasA,16,1,25.0,1080,0,0,1080,0.0,0.0,1,0,3,1,9,5,49,0,0.0,Attchd,1.0,1.0,288.0,9.0,9.0,1,0,0,0,0,130,0,0.0,0.0,None,0,6,2008,WD ,1,136000
538,843,907175100,60,RL,80.0,10400,Pave,None,16,Lvl,16,Corner,9,CollgCr,Norm,Norm,1Fam,2Story,49,25,1998,1998,Gable,CompShg,VinylSd,VinylSd,0,0.0,9,9,PConc,16.0,9.0,9.0,1.0,0.0,1.0,0.0,866.0,866.0,GasA,25,1,25.0,866,913,0,1779,0.0,0.0,2,1,3,1,16,6,49,0,0.0,Attchd,4.0,2.0,546.0,9.0,9.0,1,198,36,0,0,0,0,0.0,0.0,None,0,3,2009,WD ,1,197900
539,2689,903430090,50,RM,59.0,5310,Pave,None,16,Lvl,16,Corner,9,OldTown,Feedr,Norm,1Fam,1.5Fin,36,64,1910,2003,Hip,CompShg,VinylSd,VinylSd,0,0.0,9,16,CBlock,9.0,4.0,1.0,1.0,0.0,1.0,0.0,485.0,485.0,GasA,16,1,25.0,1001,634,0,1635,0.0,0.0,1,0,2,1,16,5,49,0,0.0,Attchd,1.0,1.0,255.0,4.0,9.0,1,394,0,0,0,0,0,0.0,0.0,None,0,6,2006,WD ,1,117000
540,2753,906380170,20,RL,64.0,7406,Pave,None,16,Lvl,16,Inside,9,CollgCr,Norm,Norm,1Fam,1Story,49,25,2006,2006,Gable,CompShg,VinylSd,VinylSd,1,84.0,16,9,PConc,16.0,9.0,9.0,36.0,684.0,1.0,0.0,515.0,1199.0,GasA,25,1,25.0,1220,0,0,1220,1.0,0.0,2,0,2,1,16,6,49,0,0.0,Attchd,4.0,2.0,632.0,9.0,9.0,1,105,54,0,0,0,0,0.0,0.0,None,0,7,2006,New,1,194000
541,1169,533215030,120,FV,68.0,4538,Pave,None,9,Lvl,16,Inside,9,Somerst,Norm,Norm,TwnhsE,1Story,81,25,2001,2001,Gable,CompShg,VinylSd,VinylSd,1,179.0,16,9,PConc,25.0,9.0,9.0,36.0,1004.0,1.0,0.0,306.0,1310.0,GasA,25,1,25.0,1310,0,0,1310,1.0,0.0,1,1,1,1,16,5,49,1,9.0,Attchd,4.0,2.0,545.0,9.0,9.0,1,277,45,0,0,0,0,0.0,0.0,None,0,7,2008,WD ,1,285000
542,1376,904351280,190,RL,62.0,10106,Pave,None,16,Lvl,16,Inside,9,Edwards,Norm,Norm,2fmCon,1.5Fin,25,49,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,16,BrkTil,9.0,9.0,1.0,25.0,351.0,9.0,181.0,112.0,644.0,GasA,16,1,25.0,808,547,0,1355,1.0,0.0,2,0,4,2,9,6,49,0,0.0,None,0.0,0.0,0.0,0.0,0.0,1,140,0,0,0,0,0,0.0,0.0,None,0,9,2008,WD ,1,127500
543,2503,533128030,60,RL,68.0,13346,Pave,None,9,Lvl,16,CulDSac,9,NoRidge,Norm,Norm,1Fam,2Story,49,25,1992,2000,Gable,CompShg,HdBoard,HdBoard,0,0.0,16,9,PConc,16.0,9.0,1.0,36.0,728.0,1.0,0.0,367.0,1095.0,GasA,25,1,25.0,1166,1129,0,2295,1.0,0.0,2,1,4,1,16,9,49,1,9.0,Attchd,4.0,2.0,590.0,9.0,9.0,1,0,40,0,0,0,0,0.0,0.0,None,0,7,2006,WD ,1,268000
544,1987,902206270,70,RM,57.0,9639,Pave,None,16,Lvl,16,Inside,9,OldTown,Artery,Norm,1Fam,2Story,16,64,1900,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,9,PConc,9.0,9.0,1.0,1.0,0.0,1.0,0.0,1075.0,1075.0,GasA,25,1,25.0,1156,642,0,1798,0.0,0.0,2,1,4,1,9,7,49,0,0.0,Detchd,1.0,2.0,342.0,9.0,9.0,0,0,0,160,0,0,0,0.0,9.0,None,0,5,2007,WD ,1,137000
545,1190,534129060,20,RL,68.0,15387,Pave,None,9,Lvl,16,CulDSac,9,NWAmes,Norm,Norm,1Fam,1Story,49,49,1967,1967,Gable,CompShg,Plywood,Plywood,0,0.0,9,9,CBlock,9.0,9.0,1.0,25.0,603.0,16.0,294.0,723.0,1620.0,GasA,25,1,25.0,1620,0,0,1620,0.0,0.0,2,0,4,1,16,8,49,1,16.0,Attchd,1.0,2.0,578.0,9.0,9.0,1,0,62,192,0,0,0,0.0,0.0,Shed,450,8,2008,WD ,1,215000
546,1930,535300040,20,RL,75.0,10050,Pave,None,16,Lvl,16,Inside,9,NAmes,Norm,Norm,1Fam,1Story,25,25,1955,1955,Hip,CompShg,MetalSd,MetalSd,0,0.0,9,9,CBlock,9.0,9.0,1.0,9.0,288.0,1.0,0.0,928.0,1216.0,GasA,9,1,25.0,1216,0,0,1216,1.0,0.0,1,0,3,1,9,5,49,0,0.0,Attchd,4.0,1.0,336.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,8,2007,WD ,1,129500
547,2677,903231190,50,RM,68.0,6240,Pave,None,16,Lvl,16,Inside,9,BrkSide,Norm,Norm,1Fam,1.5Fin,25,16,1936,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,9,BrkTil,16.0,9.0,1.0,1.0,0.0,1.0,0.0,896.0,896.0,GasA,16,1,16.0,896,448,0,1344,0.0,0.0,1,0,3,1,9,7,49,0,0.0,Detchd,1.0,1.0,240.0,4.0,9.0,1,200,114,0,0,0,0,0.0,0.0,None,0,4,2006,WD ,1,115000
