,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,is_train,saleprice
905,1574,916380060,20,RL,74.0,11563,Pave,None,9,HLS,16,Inside,9,Timber,Norm,Norm,1Fam,1Story,64,25,2006,2007,Hip,CompShg,VinylSd,VinylSd,1,258.0,16,9,PConc,25.0,9.0,16.0,36.0,1036.0,1.0,0.0,482.0,1518.0,GasA,25,1,25.0,1537,0,0,1537,1.0,0.0,2,0,3,1,16,8,49,0,0.0,Attchd,9.0,3.0,788.0,9.0,9.0,1,0,26,0,0,0,0,0.0,0.0,None,0,4,2008,WD ,1,294000.0
906,406,527451540,160,RM,21.0,1680,Pave,None,16,Lvl,16,Inside,9,BrDale,Norm,Norm,Twnhs,2Story,36,36,1972,1972,Gable,CompShg,HdBoard,HdBoard,1,425.0,9,9,CBlock,9.0,9.0,1.0,9.0,110.0,4.0,294.0,79.0,483.0,GasA,9,1,25.0,483,504,0,987,1.0,0.0,1,1,2,1,9,5,49,0,0.0,Detchd,1.0,1.0,288.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,7,2009,WD ,1,97000.0
907,2757,906382050,60,RL,73.0,8760,Pave,None,16,Lvl,16,Inside,9,CollgCr,Norm,Norm,1Fam,2Story,49,25,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,0.0,16,9,PConc,16.0,16.0,4.0,36.0,464.0,1.0,0.0,927.0,1391.0,GasA,25,1,25.0,1391,571,0,1962,0.0,0.0,2,1,3,1,16,7,49,0,0.0,Attchd,4.0,3.0,868.0,9.0,9.0,1,0,90,0,0,0,0,0.0,0.0,None,0,8,2006,New,1,239799.0
908,2559,534455080,20,RL,80.0,9600,Pave,None,16,Lvl,16,Inside,9,NAmes,Norm,Norm,1Fam,1Story,25,36,1961,1990,Gable,CompShg,WdShing,Wd Shng,0,0.0,9,9,CBlock,9.0,9.0,4.0,16.0,915.0,1.0,0.0,336.0,1251.0,GasA,9,1,25.0,1433,0,0,1433,1.0,0.0,1,0,3,1,9,7,36,1,16.0,Attchd,1.0,2.0,441.0,9.0,9.0,1,144,0,205,0,0,0,0.0,0.0,None,0,6,2006,WD ,1,161000.0
909,1469,907290150,120,RM,37.0,4435,Pave,None,16,Lvl,16,Inside,9,CollgCr,Norm,Norm,TwnhsE,1Story,36,25,2003,2003,Gable,CompShg,VinylSd,VinylSd,1,170.0,16,9,PConc,16.0,9.0,9.0,36.0,686.0,1.0,0.0,162.0,848.0,GasA,25,1,25.0,848,0,0,848,1.0,0.0,1,0,1,1,16,3,49,0,0.0,Attchd,9.0,2.0,420.0,9.0,9.0,1,140,0,0,0,0,0,0.0,0.0,None,0,3,2008,WD ,1,136500.0
910,407,527451640,160,RM,21.0,1680,Pave,None,16,Lvl,16,Inside,9,BrDale,Norm,Norm,Twnhs,2Story,36,64,1972,2007,Gable,CompShg,HdBoard,HdBoard,1,510.0,9,9,CBlock,9.0,9.0,1.0,25.0,162.0,1.0,0.0,321.0,483.0,GasA,16,1,25.0,483,504,0,987,0.0,0.0,1,1,2,1,16,5,49,0,0.0,Detchd,1.0,1.0,264.0,9.0,9.0,1,250,0,0,0,0,0,0.0,0.0,None,0,5,2009,WD ,1,118000.0
911,2300,923252080,20,RL,69.0,7599,Pave,None,16,Lvl,16,Corner,9,Mitchel,Norm,Norm,1Fam,1Story,16,36,1982,2006,Gable,CompShg,HdBoard,Plywood,0,0.0,9,9,CBlock,9.0,9.0,1.0,25.0,565.0,1.0,0.0,280.0,845.0,GasA,9,1,25.0,845,0,0,845,1.0,0.0,1,0,2,1,9,4,49,0,0.0,Detchd,1.0,2.0,360.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,6,2007,WD ,1,129500.0
912,731,903201080,50,RL,55.0,7264,Pave,None,16,Lvl,16,Inside,9,BrkSide,Norm,Norm,1Fam,1.5Fin,49,49,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,16,16,BrkTil,9.0,9.0,1.0,1.0,0.0,1.0,0.0,952.0,952.0,GasW,16,0,25.0,952,596,0,1548,0.0,0.0,2,1,3,1,25,5,49,0,0.0,Detchd,1.0,2.0,672.0,9.0,9.0,1,74,0,0,0,144,0,0.0,0.0,None,0,10,2009,WD ,1,205000.0
913,2230,909475070,20,RL,68.0,32668,Pave,None,9,Lvl,16,CulDSac,9,Crawfor,Norm,Norm,1Fam,1Story,36,9,1957,1975,Hip,CompShg,Wd Sdng,Stone,0,0.0,16,9,PConc,9.0,9.0,1.0,9.0,1219.0,1.0,0.0,816.0,2035.0,GasA,9,1,25.0,2515,0,0,2515,1.0,0.0,3,0,4,2,9,9,9,2,9.0,Attchd,4.0,2.0,484.0,9.0,9.0,1,0,0,200,0,0,0,0.0,0.0,None,0,3,2007,WD ,1,200624.0
914,1688,528102120,20,RL,91.0,11825,Pave,None,16,Lvl,16,Inside,9,NridgHt,Norm,Norm,1Fam,1Story,64,25,2006,2007,Gable,CompShg,CemntBd,CmentBd,1,302.0,16,9,PConc,25.0,9.0,4.0,1.0,0.0,1.0,0.0,1694.0,1694.0,GasA,25,1,25.0,1694,0,0,1694,0.0,0.0,2,0,3,1,16,7,49,1,16.0,Attchd,4.0,3.0,856.0,9.0,9.0,1,0,112,0,0,0,0,0.0,0.0,None,0,6,2007,New,1,322400.0
915,880,907410130,20,RL,85.0,10200,Pave,None,16,Lvl,16,Inside,9,CollgCr,Norm,Norm,1Fam,1Story,64,25,2007,2007,Gable,CompShg,VinylSd,VinylSd,1,180.0,16,9,PConc,16.0,9.0,9.0,36.0,1478.0,1.0,0.0,100.0,1578.0,GasA,25,1,25.0,1602,0,0,1602,1.0,0.0,2,0,3,1,16,7,49,1,16.0,Attchd,4.0,3.0,810.0,9.0,9.0,1,0,48,0,0,195,0,0.0,0.0,None,0,1,2009,WD ,1,293200.0
916,1074,528186080,120,RL,63.0,8849,Pave,None,9,Lvl,16,Inside,9,NridgHt,Norm,Norm,TwnhsE,1Story,81,25,2005,2005,Hip,CompShg,MetalSd,MetalSd,1,616.0,25,9,PConc,25.0,9.0,1.0,36.0,28.0,1.0,0.0,1656.0,1684.0,GasA,25,1,25.0,1684,0,0,1684,0.0,0.0,2,0,2,1,25,6,49,1,25.0,Attchd,4.0,2.0,564.0,9.0,9.0,1,495,72,0,0,0,0,0.0,0.0,None,0,7,2008,WD ,1,266000.0
917,771,905103040,60,RL,70.0,11184,Pave,None,16,Lvl,16,Inside,9,Sawyer,Norm,Norm,1Fam,2Story,36,25,1978,1978,Hip,CompShg,HdBoard,HdBoard,1,92.0,9,9,CBlock,9.0,9.0,1.0,4.0,226.0,9.0,500.0,192.0,918.0,GasA,16,1,25.0,918,765,0,1683,0.0,0.0,2,1,3,1,9,7,49,1,9.0,Attchd,4.0,2.0,440.0,9.0,9.0,1,243,0,0,0,0,0,0.0,0.0,None,0,7,2009,WD ,1,172500.0
918,724,902405100,50,RM,98.0,8820,Pave,None,16,Lvl,16,Corner,9,OldTown,Norm,Norm,1Fam,1.5Fin,25,36,1890,1996,Hip,CompShg,VinylSd,VinylSd,0,0.0,9,9,BrkTil,9.0,9.0,1.0,4.0,1088.0,1.0,0.0,0.0,1088.0,GasA,9,1,25.0,1188,561,120,1869,0.0,0.0,1,0,2,1,9,7,49,0,0.0,Detchd,1.0,2.0,456.0,9.0,9.0,1,48,0,244,0,0,0,0.0,1.0,None,0,9,2009,WD ,1,124900.0
919,730,903201020,30,RL,68.0,6615,Pave,None,16,Lvl,16,Inside,9,BrkSide,Norm,Norm,1Fam,1Story,36,36,1923,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,9,BrkTil,9.0,9.0,1.0,1.0,0.0,1.0,0.0,1022.0,1022.0,GasA,9,0,16.0,1432,0,0,1432,0.0,0.0,1,0,3,1,16,6,49,1,16.0,BuiltIn,1.0,1.0,216.0,4.0,9.0,1,266,61,0,0,0,0,0.0,4.0,None,0,9,2009,WD ,1,149000.0
920,273,907414030,20,RL,65.0,8773,Pave,None,16,Lvl,16,FR2,9,CollgCr,Norm,Norm,1Fam,1Story,49,25,2004,2004,Gable,CompShg,VinylSd,VinylSd,1,98.0,16,9,PConc,16.0,9.0,9.0,36.0,24.0,1.0,0.0,1390.0,1414.0,GasA,25,1,25.0,1414,0,0,1414,0.0,0.0,2,0,3,1,16,6,49,0,0.0,Attchd,4.0,2.0,494.0,9.0,9.0,1,132,105,0,0,0,0,0.0,0.0,None,0,5,2010,WD ,1,185500.0
921,2793,907255010,20,RL,68.0,11088,Pave,None,16,Lvl,16,Corner,9,CollgCr,Norm,Norm,1Fam,1Story,64,25,2002,2002,Hip,CompShg,Stucco,Stucco,0,0.0,16,9,PConc,16.0,9.0,1.0,36.0,872.0,1.0,0.0,476.0,1348.0,GasA,25,1,25.0,1358,0,0,1358,1.0,0.0,1,1,1,1,16,5,49,1,9.0,Attchd,1.0,2.0,418.0,9.0,9.0,1,68,166,0,0,0,0,0.0,0.0,None,0,6,2006,WD ,1,220000.0
922,1789,528439050,20,RL,76.0,9158,Pave,None,16,Lvl,16,Inside,9,Somerst,Norm,Norm,1Fam,1Story,64,25,2007,2007,Gable,CompShg,CemntBd,CmentBd,1,140.0,16,9,PConc,16.0,9.0,9.0,1.0,0.0,1.0,0.0,1496.0,1496.0,GasA,25,1,25.0,1496,0,0,1496,0.0,0.0,2,0,3,1,16,7,49,0,0.0,Attchd,9.0,2.0,474.0,9.0,9.0,1,168,130,0,0,0,0,0.0,0.0,None,0,6,2007,New,1,225000.0
923,1900,534430090,20,RL,57.0,8280,Pave,None,9,Lvl,16,Inside,9,NAmes,Norm,Norm,1Fam,1Story,36,25,1950,1950,Gable,CompShg,BrkFace,BrkFace,0,0.0,9,9,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,932.0,932.0,GasA,25,1,16.0,932,0,0,932,0.0,0.0,1,0,2,1,16,4,49,1,16.0,Attchd,1.0,1.0,306.0,9.0,9.0,1,0,0,214,0,0,0,0.0,16.0,None,0,11,2007,WD ,1,124000.0
924,677,535450160,90,RL,60.0,8544,Pave,None,16,Lvl,16,Corner,9,NAmes,Norm,Norm,Duplex,1Story,9,16,1950,1950,Gable,CompShg,BrkFace,BrkFace,0,0.0,9,9,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wall,4,0,16.0,1040,0,0,1040,0.0,0.0,2,0,2,2,9,6,49,0,0.0,Detchd,1.0,2.0,400.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,6,2009,WD ,1,92900.0
925,747,903236040,30,RM,50.0,8635,Pave,None,16,Lvl,16,Inside,9,BrkSide,Norm,Norm,1Fam,1Story,25,25,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,4,BrkTil,9.0,9.0,1.0,4.0,134.0,1.0,0.0,938.0,1072.0,GasA,9,1,25.0,1072,0,0,1072,1.0,0.0,1,0,2,1,9,5,49,0,0.0,Detchd,1.0,5.0,1184.0,4.0,9.0,1,0,0,105,0,0,0,0.0,0.0,None,0,8,2009,WD ,1,126500.0
926,1038,527425035,20,RL,68.0,12735,Pave,None,9,Lvl,16,FR2,9,NAmes,Norm,Norm,1Fam,1Story,16,25,1972,1972,Hip,CompShg,MetalSd,MetalSd,0,0.0,9,9,CBlock,9.0,9.0,1.0,16.0,600.0,1.0,0.0,264.0,864.0,GasA,9,1,25.0,864,0,0,864,0.0,0.0,1,0,3,1,9,5,49,0,0.0,Detchd,1.0,2.0,576.0,9.0,9.0,1,216,0,0,0,0,0,0.0,1.0,None,0,4,2008,COD,1,111250.0
927,1763,528326060,60,RL,68.0,11000,Pave,None,16,Lvl,16,FR2,9,NoRidge,Norm,Norm,1Fam,2Story,64,25,2000,2000,Gable,CompShg,VinylSd,VinylSd,1,72.0,16,9,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,969.0,969.0,GasA,25,1,25.0,997,1288,0,2285,0.0,0.0,2,1,4,1,16,8,49,1,9.0,BuiltIn,9.0,3.0,648.0,9.0,9.0,1,0,56,0,0,0,0,0.0,0.0,None,0,6,2007,WD ,1,248000.0
928,1283,535477090,20,RL,69.0,7590,Pave,None,16,Lvl,16,Inside,9,NAmes,PosN,Norm,1Fam,1Story,25,25,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,9,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,1117.0,1117.0,GasA,25,1,25.0,1117,0,0,1117,0.0,0.0,1,0,3,1,9,6,49,0,0.0,Attchd,1.0,1.0,264.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,5,2008,COD,1,136870.0
929,2803,907290160,120,RM,37.0,4435,Pave,None,16,Lvl,16,Inside,9,CollgCr,Norm,Norm,TwnhsE,1Story,36,25,2003,2003,Gable,CompShg,VinylSd,VinylSd,1,170.0,16,9,PConc,16.0,9.0,9.0,36.0,717.0,1.0,0.0,131.0,848.0,GasA,25,1,25.0,848,0,0,848,1.0,0.0,1,0,1,1,16,4,49,0,0.0,Attchd,9.0,2.0,420.0,9.0,9.0,1,140,0,0,0,0,0,0.0,0.0,None,0,4,2006,WD ,1,133000.0
930,1927,535180030,20,RL,72.0,10152,Pave,None,16,Lvl,16,Inside,9,NAmes,Norm,Norm,1Fam,1Story,25,25,1956,1956,Hip,CompShg,MetalSd,MetalSd,1,120.0,9,9,CBlock,9.0,9.0,1.0,16.0,586.0,1.0,0.0,462.0,1048.0,GasA,9,1,25.0,1048,0,0,1048,1.0,0.0,1,0,3,1,9,6,49,0,0.0,Attchd,1.0,1.0,286.0,9.0,9.0,1,0,20,0,0,192,0,0.0,0.0,None,0,6,2007,WD ,1,135000.0
931,1036,527402130,20,RL,68.0,10295,Pave,None,16,Lvl,16,FR2,9,NAmes,Norm,Norm,1Fam,1Story,16,36,1969,1969,Gable,CompShg,HdBoard,HdBoard,1,72.0,9,9,CBlock,16.0,9.0,4.0,9.0,252.0,1.0,0.0,684.0,936.0,GasA,9,1,25.0,936,0,0,936,0.0,0.0,1,0,2,1,9,4,49,0,0.0,Attchd,1.0,1.0,288.0,9.0,9.0,1,16,0,0,0,0,0,0.0,0.0,None,0,9,2008,COD,1,111900.0
932,1237,535151160,20,RL,70.0,7763,Pave,None,16,Lvl,16,Inside,9,NAmes,Norm,Norm,1Fam,1Story,25,49,1962,1980,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,16,CBlock,9.0,9.0,1.0,9.0,504.0,16.0,108.0,319.0,931.0,GasA,9,1,25.0,1283,0,0,1283,1.0,0.0,1,0,3,1,9,6,49,0,0.0,Detchd,1.0,2.0,506.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,10,2008,WD ,1,140000.0
933,1375,904101170,50,RL,80.0,17120,Pave,None,16,Lvl,16,Inside,9,ClearCr,Feedr,Norm,1Fam,1.5Fin,16,16,1959,1959,Gable,CompShg,WdShing,Plywood,0,0.0,9,9,CBlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,9,1,25.0,1120,468,0,1588,0.0,0.0,2,0,4,1,9,7,25,1,16.0,Detchd,9.0,2.0,680.0,9.0,9.0,0,0,59,0,0,0,0,0.0,0.0,None,0,7,2008,WD ,1,134432.0
934,1643,527256040,20,RL,81.0,13870,Pave,None,9,HLS,16,Inside,9,StoneBr,PosA,PosA,1Fam,1Story,100,25,2006,2007,Hip,CompShg,CemntBd,CmentBd,1,250.0,25,9,PConc,25.0,9.0,16.0,36.0,1152.0,1.0,0.0,590.0,1742.0,GasA,25,1,25.0,2042,0,0,2042,1.0,0.0,2,0,3,1,25,8,49,1,16.0,Attchd,9.0,3.0,724.0,9.0,9.0,1,240,52,0,0,174,0,0.0,0.0,None,0,10,2007,New,1,455000.0
935,2453,528365090,60,RL,92.0,10120,Pave,None,16,Lvl,16,Inside,9,NoRidge,Norm,Norm,1Fam,2Story,64,25,1994,1994,Hip,CompShg,VinylSd,VinylSd,1,391.0,16,9,PConc,16.0,9.0,1.0,36.0,740.0,1.0,0.0,425.0,1165.0,GasA,25,1,25.0,1203,1323,0,2526,1.0,0.0,2,1,4,1,16,8,49,1,9.0,Attchd,4.0,3.0,844.0,9.0,9.0,1,309,78,0,0,0,0,0.0,0.0,None,0,12,2006,WD ,1,290000.0
936,2129,907187040,60,RL,47.0,10820,Pave,None,4,Lvl,16,CulDSac,9,CollgCr,Norm,Norm,1Fam,2Story,49,25,1999,1999,Gable,CompShg,VinylSd,VinylSd,0,0.0,16,9,PConc,16.0,9.0,16.0,36.0,342.0,1.0,0.0,646.0,988.0,GasA,25,1,25.0,988,885,0,1873,0.0,0.0,2,1,3,1,16,7,49,1,9.0,Attchd,4.0,2.0,597.0,9.0,9.0,1,202,123,0,0,0,0,0.0,0.0,None,0,3,2007,WD ,1,235500.0
937,2640,902104020,50,RM,60.0,9600,Pave,Grvl,16,Lvl,16,Inside,9,OldTown,Norm,Norm,1Fam,1.5Fin,36,64,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,9,BrkTil,9.0,9.0,1.0,9.0,381.0,1.0,0.0,399.0,780.0,GasA,25,1,25.0,940,476,0,1416,0.0,1.0,1,0,3,1,16,7,49,0,0.0,Detchd,1.0,2.0,400.0,9.0,9.0,1,0,24,0,0,0,0,0.0,0.0,None,0,6,2006,WD ,1,156500.0
938,2437,528275060,60,RL,68.0,8121,Pave,None,9,Lvl,16,Inside,9,Gilbert,Norm,Norm,1Fam,2Story,36,25,2000,2000,Gable,CompShg,VinylSd,VinylSd,0,0.0,9,9,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,953.0,953.0,GasA,25,1,25.0,953,711,0,1664,0.0,0.0,2,1,3,1,9,7,49,1,9.0,Attchd,4.0,2.0,460.0,9.0,9.0,1,100,40,0,0,0,0,0.0,0.0,None,0,1,2006,WD ,1,172400.0
939,1123,528462040,20,FV,95.0,11639,Pave,None,16,Lvl,16,Corner,9,Somerst,Norm,Norm,1Fam,1Story,49,25,2007,2008,Gable,CompShg,CemntBd,CmentBd,0,0.0,16,9,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,1428.0,1428.0,GasA,25,1,25.0,1428,0,0,1428,0.0,0.0,2,0,3,1,16,6,49,0,0.0,Attchd,9.0,2.0,480.0,9.0,9.0,1,0,120,0,0,0,0,0.0,0.0,None,0,12,2008,New,1,182000.0
940,2398,528150080,20,RL,121.0,13758,Pave,None,9,Lvl,16,Inside,9,NridgHt,Norm,Norm,1Fam,1Story,81,25,2005,2006,Gable,CompShg,VinylSd,VinylSd,1,430.0,25,9,PConc,25.0,9.0,16.0,36.0,1232.0,1.0,0.0,560.0,1792.0,GasA,25,1,25.0,1792,0,0,1792,1.0,0.0,2,0,2,1,16,6,49,1,16.0,Attchd,4.0,3.0,925.0,9.0,9.0,1,204,49,0,0,0,0,0.0,0.0,None,0,3,2006,New,1,372397.0
941,1420,906204280,60,RL,68.0,9771,Pave,None,1,Lvl,16,Corner,9,SawyerW,Norm,Norm,1Fam,2Story,36,25,1995,2002,Gable,CompShg,HdBoard,HdBoard,1,190.0,16,9,PConc,16.0,9.0,1.0,4.0,779.0,1.0,0.0,298.0,1077.0,GasA,25,1,25.0,1093,1721,0,2814,0.0,1.0,2,1,4,1,16,9,49,1,9.0,BuiltIn,9.0,2.0,614.0,9.0,9.0,1,48,32,0,0,216,0,0.0,16.0,None,0,6,2008,WD ,1,260000.0
942,2693,903454020,30,RM,50.0,9000,Pave,None,16,Lvl,16,Inside,9,IDOTRR,Norm,Norm,1Fam,1Story,25,16,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,9,BrkTil,9.0,9.0,1.0,1.0,0.0,1.0,0.0,610.0,610.0,GasA,25,0,16.0,819,0,0,819,0.0,0.0,1,0,2,1,16,4,49,0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,None,0,9,2006,WD ,1,72000.0
943,1370,903481100,190,RM,60.0,10320,Pave,Grvl,16,Lvl,16,Inside,9,IDOTRR,Norm,Norm,2fmCon,2Story,9,9,1915,1950,Gable,CompShg,AsphShn,AsphShn,0,0.0,4,4,PConc,9.0,4.0,1.0,1.0,0.0,1.0,0.0,536.0,536.0,GasA,25,0,9.0,808,536,0,1344,0.0,0.0,2,0,3,2,9,8,49,0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,42,0,204,0,0,0,0.0,0.0,None,0,5,2008,WD ,1,82375.0
944,392,527378140,80,RL,68.0,10448,Pave,None,9,Lvl,16,Corner,9,NWAmes,Norm,Norm,1Fam,SLvl,36,36,1972,1972,Gable,CompShg,HdBoard,HdBoard,1,333.0,9,9,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,689.0,689.0,GasA,9,1,25.0,1378,741,0,2119,0.0,0.0,2,1,3,1,9,7,49,1,9.0,Attchd,4.0,2.0,583.0,9.0,9.0,1,0,104,0,0,0,0,0.0,16.0,None,0,8,2009,COD,1,158000.0
945,1351,903236010,50,RM,50.0,8635,Pave,None,16,Lvl,16,Inside,9,BrkSide,Norm,Norm,1Fam,1.5Fin,25,25,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,9,CBlock,9.0,9.0,1.0,16.0,336.0,36.0,41.0,295.0,672.0,GasA,9,1,25.0,1072,213,0,1285,1.0,0.0,1,0,2,1,9,6,36,0,0.0,Detchd,1.0,1.0,240.0,9.0,9.0,1,0,0,0,0,0,0,0.0,9.0,None,0,1,2008,WD ,1,127000.0
946,246,906201120,20,RL,83.0,11980,Pave,None,16,Low,16,Inside,16,SawyerW,Norm,Norm,1Fam,1Story,49,25,1987,1987,Gable,CompShg,Plywood,Plywood,1,177.0,16,9,CBlock,16.0,9.0,16.0,36.0,1433.0,1.0,0.0,0.0,1433.0,GasA,25,1,25.0,1433,0,0,1433,1.0,0.0,1,1,1,1,16,4,49,2,9.0,Attchd,4.0,2.0,528.0,16.0,16.0,1,0,278,0,0,266,0,0.0,9.0,None,0,6,2010,WD ,1,270000.0
947,802,906201130,50,RL,79.0,12327,Pave,None,9,Low,16,Inside,16,SawyerW,Norm,Norm,1Fam,1.5Fin,64,64,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,16,9,CBlock,16.0,9.0,16.0,36.0,1441.0,1.0,0.0,55.0,1496.0,GasA,25,1,25.0,1496,636,0,2132,1.0,0.0,1,1,1,1,16,5,25,1,16.0,BuiltIn,9.0,2.0,612.0,16.0,9.0,1,349,40,0,0,0,0,0.0,0.0,None,0,9,2009,WD ,1,316600.0
948,1404,905402090,80,RL,124.0,11512,Pave,None,9,Lvl,16,Corner,9,Edwards,Norm,Norm,1Fam,SLvl,36,49,1959,2006,Gable,CompShg,Plywood,Plywood,1,84.0,9,9,CBlock,9.0,9.0,9.0,25.0,719.0,1.0,0.0,300.0,1019.0,GasA,16,1,25.0,1357,0,0,1357,1.0,0.0,1,0,2,1,25,5,49,1,16.0,Basment,4.0,1.0,312.0,9.0,9.0,1,0,0,0,0,163,0,0.0,16.0,None,0,5,2008,WD ,1,177000.0
949,803,906203120,20,RL,90.0,14684,Pave,None,9,Lvl,16,CulDSac,9,SawyerW,Norm,Norm,1Fam,1Story,49,49,1990,1991,Hip,CompShg,HdBoard,HdBoard,1,234.0,16,9,CBlock,16.0,9.0,4.0,25.0,485.0,16.0,177.0,1496.0,2158.0,GasA,16,1,25.0,2196,0,0,2196,0.0,0.0,2,0,3,1,16,7,49,1,9.0,Attchd,4.0,3.0,701.0,9.0,9.0,1,84,70,0,0,0,0,0.0,0.0,None,0,6,2009,WD ,1,271900.0
950,1595,923225150,160,RM,68.0,2665,Pave,None,16,Lvl,16,Inside,9,MeadowV,Norm,Norm,TwnhsE,2Story,25,36,1976,1976,Gable,CompShg,CemntBd,CmentBd,0,0.0,9,9,PConc,16.0,9.0,4.0,1.0,0.0,1.0,0.0,264.0,264.0,GasA,9,1,25.0,616,688,0,1304,0.0,0.0,1,1,3,1,9,4,49,1,16.0,BuiltIn,9.0,1.0,336.0,9.0,9.0,1,141,24,0,0,0,0,0.0,0.0,None,0,6,2008,WD ,1,115000.0
951,1319,902330010,70,RM,50.0,5250,Pave,Pave,16,Lvl,16,Inside,9,OldTown,Norm,Norm,1Fam,2Story,64,25,1872,1987,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,16,BrkTil,9.0,4.0,1.0,4.0,259.0,1.0,0.0,425.0,684.0,OthW,4,0,25.0,938,1215,205,2358,0.0,0.0,2,0,4,1,9,8,49,0,0.0,None,0.0,0.0,0.0,0.0,0.0,1,0,54,20,0,0,0,0.0,0.0,None,0,12,2008,WD ,1,122000.0
952,2231,909475230,20,RL,70.0,18044,Pave,None,9,HLS,16,CulDSac,9,Crawfor,Norm,Norm,1Fam,1Story,64,25,1986,1986,Gable,CompShg,WdShing,Plywood,0,0.0,16,9,CBlock,16.0,9.0,1.0,1.0,0.0,1.0,0.0,279.0,279.0,GasA,16,1,25.0,2726,0,0,2726,0.0,0.0,2,1,2,1,16,6,49,1,16.0,Attchd,9.0,2.0,691.0,16.0,16.0,1,216,64,169,0,0,228,25.0,0.0,None,0,8,2007,WD ,1,315000.0
953,2162,907410050,60,RL,79.0,9245,Pave,None,9,Lvl,16,Inside,9,CollgCr,Norm,Norm,1Fam,2Story,49,25,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,0.0,16,9,PConc,16.0,9.0,9.0,1.0,0.0,1.0,0.0,939.0,939.0,GasA,25,1,25.0,939,858,0,1797,0.0,0.0,2,1,3,1,16,8,49,0,0.0,Attchd,4.0,2.0,639.0,9.0,9.0,1,144,53,0,0,0,0,0.0,0.0,None,0,4,2007,WD ,1,213500.0
954,2622,535451190,20,RL,60.0,7200,Pave,None,16,Lvl,16,Inside,9,NAmes,Norm,Norm,1Fam,1Story,25,49,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,9,CBlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,9,1,9.0,1040,0,0,1040,0.0,0.0,1,0,2,1,9,5,49,0,0.0,Detchd,1.0,2.0,625.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,6,2006,WD ,1,109500.0
